Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Propylene_ppb,1_3_Butadiene_ppb,Chloromethane_ppb,Bromomethane_ppb,Chloroethane_ppb,n_Hexane_ppb,Vinyl_chloride_ppb,HF_gas_ppm,HCl_gas_ppm,F2_upper_bound_ppm,HBr_upper_bound_ppm,Cout_liquide_USD,Valuable_Yield_pct,VOC_Total_ppm,Halogenated_VOC_Total_ppm,Hydrocarbon_VOC_Total_ppm,Inorganic_Halogen_Upper_Total_ppm
64.57,505.97,25.97,12.13,1.12,20.52,60.39,19.09,3.67,0.19,0.42,0.08,0.04,4.4,1052420.173,260641.586,153704.967,11044.044,1596.736,890.0,390.0,18.330337,2.240375,0.65371,0.153213,1291.4,79.48,1480.687506,166.735747,1313.951759,21.377635
47.17,424.04,17.06,6.13,1.84,31.3,53.28,15.41,1.42,0.13,0.19,0.04,0.02,1.8,744734.285,183218.61,130306.646,7694.882,1367.064,890.0,390.0,13.796917,1.68629,0.465562,0.109116,943.4,68.69,1068.601487,139.758592,928.842895,16.057885
45.81,451.56,16.91,6.22,3.89,26.75,52.81,20.44,1.77,0.09,0.24,0.06,0.02,2.18,848084.897,209224.716,138166.06,8819.854,1444.21,890.0,390.0,15.319677,1.872405,0.52876,0.123928,916.2,73.25,1207.019737,148.820124,1058.199613,17.844769999999997
55.36,532.19,21.14,8.39,1.9,25.17,56.52,18.31,3.26,0.3,0.58,0.11,0.04,4.29,1150888.67,285419.207,161193.116,12115.873,1670.237,890.0,390.0,19.781164,2.417698,0.713923,0.167326,1107.2,74.83,1612.5671029999996,175.369226,1437.1978769999998,23.080111
59.71,558.29,32.92,11.57,1.6,24.31,56.8,18.89,3.62,0.3,0.51,0.14,0.03,4.6,1248906.511,310083.429,168646.993,13182.798,1743.403,890.0,390.0,21.225352,2.594209,0.77386,0.181373,1194.2,75.69,1743.8431339999995,183.963194,1559.87994,24.774794
68.16,540.31,25.59,14.04,1.34,22.4,56.59,21.01,3.6,0.28,0.56,0.12,0.04,4.6,1181383.109,293092.52,163512.1,12447.805,1693.0,890.0,390.0,20.230467,2.472612,0.73257,0.171696,1363.1999999999998,77.60000000000001,1653.408534,178.042905,1475.365629,23.607345
65.99,502.41,22.94,16.18,1.94,20.77,60.99,18.25,2.79,0.24,0.4,0.12,0.04,3.59,1039050.689,257277.424,152688.27,10898.517,1586.756,890.0,390.0,18.133352,2.216299,0.645534,0.151297,1319.8,79.24000000000001,1462.781656,165.56354299999998,1297.218113,21.146482
60.07,448.66,25.59,8.43,2.19,24.88,60.73,14.38,2.58,0.13,0.39,0.09,0.03,3.22,837194.025,206484.247,137337.851,8701.307,1436.08,890.0,390.0,15.159211,1.852793,0.5221,0.122367,1201.4,75.11,1192.43351,147.86523799999998,1044.568272,17.656471
40.21,427.28,16.85,9.46,2.63,30.75,53.63,15.62,2.27,0.12,0.22,0.03,0.02,2.66,756902.017,186280.375,131231.955,7827.328,1376.146,890.0,390.0,13.976195,1.708202,0.473002,0.11086,804.2,69.25,1084.897821,140.825429,944.072392,16.268259
71.44,552.05,26.74,18.26,1.92,30.64,51.99,17.37,3.97,0.24,0.45,0.11,0.05,4.82,1225472.36,304186.695,166864.917,12927.717,1725.91,890.0,390.0,20.880075,2.552009,0.75953,0.178015,1428.8,69.36,1712.4575989999998,181.908544,1530.5490550000002,24.369629000000003
35.14,405.59,17.85,28.85,3.23,25.02,53.87,21.12,0.67,0.09,0.1,0.04,0.01,0.92,675445.811,165783.556,125037.526,6940.677,1315.343,890.0,390.0,12.776026,1.561515,0.423192,0.099186,702.8,74.99,975.802913,133.683546,842.119367,14.859919
42.67,455.09,18.96,20.37,2.4,21.02,61.5,17.48,1.81,0.11,0.26,0.04,0.03,2.25,861341.716,212560.529,139174.19,8964.154,1454.105,890.0,390.0,15.515002,1.896278,0.536866,0.125828,853.4000000000001,78.98,1224.7746940000002,149.98244900000003,1074.792245,18.073974
57.08,473.63,23.24,19.06,0.5,26.63,54.21,19.15,2.06,0.14,0.28,0.04,0.03,2.54,930968.182,230080.631,144469.013,9722.038,1506.078,890.0,390.0,16.540873,2.021662,0.579443,0.135807,1141.6,73.36,1318.025942,156.087129,1161.938813,19.277785
18.69,398.22,15.38,32.03,1.65,27.69,55.64,16.66,1.05,0.08,0.11,0.02,0.01,1.26,647767.976,158818.985,122932.733,6639.404,1294.683,890.0,390.0,12.368223,1.511672,0.406267,0.095219,373.8,72.3,938.733781,131.25682,807.476961,14.381381
51.11,483.89,18.86,13.55,3.84,21.53,58.37,20.11,2.91,0.21,0.3,0.1,0.04,3.55,969499.333,239776.222,147399.158,10141.45,1534.839,890.0,390.0,17.108588,2.09105,0.603004,0.141329,1022.2,78.47999999999999,1369.631002,159.465447,1210.165555,19.943971
33.29,404.2,24.17,19.29,1.93,31.89,54.27,13.85,1.22,0.07,0.2,0.05,0.02,1.56,670225.704,164470.021,124640.557,6883.856,1311.447,890.0,390.0,12.699113,1.552114,0.42,0.098438,665.8,68.12,968.8115850000002,133.22585999999998,835.5857250000001,14.769665
60.84,539.47,34.43,9.23,1.3,25.21,59.06,15.74,3.39,0.29,0.36,0.14,0.04,4.21,1178228.512,292298.729,163272.205,12413.468,1690.645,890.0,390.0,20.183988,2.466932,0.730641,0.171244,1216.8000000000002,74.8,1649.1835590000003,177.76631799999998,1471.417241,23.552805
61.3,459.3,27.29,14.83,1.5,29.16,52.75,18.09,2.32,0.15,0.36,0.07,0.02,2.92,877152.256,216538.934,140376.52,9136.252,1465.907,890.0,390.0,15.747953,1.92475,0.546534,0.128094,1226.0,70.84,1245.949869,151.368679,1094.58119,18.347331000000004
59.61,494.75,22.98,12.28,2.16,26.82,50.99,22.19,1.83,0.13,0.31,0.09,0.03,2.39,1010283.768,250038.806,150500.657,10585.389,1565.283,890.0,390.0,17.709503,2.164495,0.627944,0.147174,1192.2,73.18,1424.2539030000005,163.041329,1261.212574,20.649116
19.59,363.91,10.2,21.92,3.02,34.19,47.32,18.5,0.66,0.08,0.11,0.0,0.01,0.86,518917.704,126396.401,113134.168,5236.868,1198.503,890.0,390.0,10.469752,1.279637,0.327476,0.076752,391.8,65.82,766.1636440000001,119.959539,646.204105,12.153617
47.72,447.93,20.21,23.82,3.45,29.36,54.3,16.34,2.08,0.1,0.19,0.07,0.01,2.46,834452.53,205794.405,137129.371,8671.465,1434.034,890.0,390.0,15.118819,1.847856,0.520424,0.121974,954.4,70.64,1188.761805,147.62487000000002,1041.136935,17.609073
52.6,465.38,19.02,14.93,0.5,31.13,51.52,17.35,1.43,0.16,0.24,0.06,0.02,1.91,899985.531,222284.469,142112.903,9384.792,1482.951,890.0,390.0,16.084377,1.965868,0.560497,0.131366,1052.0,68.87,1276.5306459999997,153.37064599999997,1123.16,18.742108
46.25,469.68,20.5,12.13,3.25,27.41,57.85,14.74,1.93,0.13,0.27,0.08,0.02,2.44,916134.064,226347.923,143340.936,9560.569,1495.005,890.0,390.0,16.322308,1.994949,0.570372,0.133681,925.0,72.59,1298.1584969999997,154.78651,1143.371987,19.02131
59.26,435.18,30.08,12.93,2.73,28.12,53.19,18.69,1.34,0.13,0.13,0.03,0.02,1.65,786570.252,193745.791,133488.109,8150.267,1398.292,890.0,390.0,14.413325,1.761629,0.491144,0.115112,1185.2,71.88,1124.632711,143.42666799999998,981.206043,16.781209999999998
47.84,518.93,20.22,9.6,2.18,23.27,59.29,17.44,3.25,0.22,0.38,0.13,0.03,4.01,1101091.1,272888.648,157406.203,11573.827,1633.066,890.0,390.0,19.047451,2.328022,0.683472,0.160189,956.8,76.73,1545.8728440000002,171.003096,1374.869748,22.219134
62.75,519.51,17.27,15.02,0.5,17.74,59.42,22.85,3.65,0.2,0.39,0.09,0.03,4.35,1103269.275,273436.742,157571.845,11597.536,1634.692,890.0,390.0,19.079544,2.331944,0.684804,0.160501,1255.0,82.27000000000001,1548.7900900000002,171.194073,1377.596017,22.256793
32.71,436.3,12.13,17.05,3.56,23.91,57.47,18.62,1.51,0.11,0.25,0.02,0.02,1.89,790776.381,194804.179,133807.969,8196.05,1401.432,890.0,390.0,14.475297,1.769203,0.493716,0.115715,654.2,76.09,1130.2660110000002,143.795451,986.47056,16.853931
49.9,449.99,25.73,14.5,3.67,24.27,55.66,20.07,2.15,0.12,0.23,0.05,0.02,2.57,842188.804,207741.083,137717.685,8755.675,1439.808,890.0,390.0,15.232804,1.861787,0.525155,0.123083,998.0,75.72999999999999,1199.1230550000002,148.30316799999997,1050.819887,17.742829000000004
74.36,548.66,26.28,9.51,1.51,31.11,52.97,15.92,3.89,0.25,0.42,0.15,0.04,4.76,1212741.307,300983.181,165896.769,12789.14,1716.407,890.0,390.0,20.692496,2.529083,0.751745,0.17619,1487.2,68.89,1695.4068039999995,180.792316,1514.614488,24.149514
16.49,429.32,10.12,19.11,3.49,21.41,61.47,17.12,1.29,0.08,0.16,0.03,0.01,1.58,764563.181,188208.153,131814.557,7910.72,1381.865,890.0,390.0,14.089074,1.721998,0.477687,0.111958,329.79999999999995,78.59,1095.158476,141.497142,953.661334,16.400717
19.44,451.59,17.73,27.24,2.41,27.31,53.98,18.72,1.46,0.06,0.15,0.04,0.02,1.72,848197.561,209253.066,138174.628,8821.08,1444.294,890.0,390.0,15.321337,1.872608,0.528829,0.123944,388.8,72.69999999999999,1207.170629,148.83000199999998,1058.3406269999998,17.846718000000003
43.53,444.91,18.19,26.15,3.56,30.89,50.72,18.4,2.2,0.11,0.23,0.08,0.01,2.63,823111.002,202940.537,136266.892,8548.013,1425.568,890.0,390.0,14.951713,1.827432,0.513489,0.120349,870.6,69.12,1173.572012,146.630473,1026.941539,17.412983
38.82,415.46,8.0,21.06,1.99,21.89,56.92,21.18,1.76,0.08,0.25,0.04,0.01,2.14,712512.328,175110.601,127856.291,7344.146,1343.012,890.0,390.0,13.322161,1.628264,0.445858,0.104498,776.4,78.1,1025.446378,136.933449,888.512929,15.500780999999998
32.96,350.0,9.63,16.84,2.87,28.96,52.81,18.23,0.52,0.06,0.07,0.0,0.01,0.66,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,659.2,71.04,696.20006,115.379384,580.8206759999999,11.250437000000002
57.13,414.8,12.01,23.29,1.04,34.76,49.1,16.14,1.06,0.11,0.16,0.01,0.01,1.34,710033.716,174486.908,127667.802,7317.166,1341.161,890.0,390.0,13.285641,1.623801,0.444342,0.104143,1142.6,65.24000000000001,1022.126753,136.716129,885.4106240000001,15.457927000000002
37.86,389.58,24.35,11.75,3.81,35.39,48.11,16.51,0.65,0.08,0.08,0.0,0.01,0.82,615320.691,150654.277,120465.243,6286.215,1270.463,890.0,390.0,11.890147,1.453241,0.386426,0.090569,757.2,64.62,895.276889,128.411921,766.864968,13.820383
52.92,442.52,22.27,17.22,3.79,27.13,54.16,18.71,1.73,0.15,0.3,0.06,0.02,2.26,814135.422,200682.013,135584.334,8450.314,1418.868,890.0,390.0,14.819468,1.811269,0.508,0.119063,1058.4,72.87,1161.5509510000002,145.843516,1015.707435,17.2578
30.21,350.0,12.77,24.65,2.51,31.98,49.29,18.73,0.68,0.03,0.05,0.0,0.01,0.76,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,604.2,68.02,696.20006,115.379384,580.8206759999999,11.250437000000002
53.2,444.06,19.36,18.43,2.57,26.81,54.64,18.55,1.45,0.07,0.17,0.03,0.02,1.74,819918.85,202137.296,136024.141,8513.266,1423.185,890.0,390.0,14.90468,1.821683,0.511537,0.119891,1064.0,73.19,1169.2967380000002,146.350592,1022.946146,17.357791
42.15,503.08,22.2,20.61,1.16,21.51,59.83,18.66,2.51,0.15,0.32,0.06,0.02,3.06,1041566.856,257910.567,152879.615,10925.905,1588.634,890.0,390.0,18.170425,2.22083,0.647073,0.151658,843.0,78.49,1466.151577,165.78415399999997,1300.367423,21.189986
81.73,516.52,33.24,15.49,0.5,34.37,50.59,15.04,3.29,0.26,0.41,0.13,0.03,4.11,1092040.411,270611.224,156717.933,11475.31,1626.31,890.0,390.0,18.914099,2.311723,0.677937,0.158892,1634.6,65.63,1533.7511880000002,170.20955299999997,1363.541635,22.062651
15.75,361.3,8.0,20.81,1.76,28.6,57.52,13.88,0.62,0.08,0.06,0.01,0.01,0.78,509115.92,123929.979,112388.781,5130.176,1191.186,890.0,390.0,10.325334,1.261986,0.321482,0.075347,315.0,71.4,753.036042,119.10014300000002,633.935899,11.984149
64.14,573.51,27.04,10.41,1.07,18.15,58.71,23.14,4.46,0.26,0.57,0.16,0.04,5.49,1306064.807,324466.166,172993.661,13804.966,1786.068,890.0,390.0,22.067518,2.697141,0.808812,0.189565,1282.8,81.85,1820.395668,188.974695,1631.420973,25.763036
64.5,550.41,32.46,14.86,1.85,29.92,53.76,16.32,3.45,0.28,0.47,0.13,0.04,4.37,1219313.385,302636.913,166396.551,12860.677,1721.313,890.0,390.0,20.789329,2.540918,0.755764,0.177132,1290.0,70.08,1704.208839,181.368541,1522.8402979999998,24.263143
33.29,359.68,11.46,15.56,4.0,35.61,48.66,15.72,0.72,0.05,0.0,0.0,0.01,0.78,503032.054,122399.096,111926.126,5063.953,1186.645,890.0,390.0,10.235694,1.25103,0.317762,0.074476,665.8,64.38,744.8878740000001,118.566724,626.32115,11.878962
59.09,472.17,28.83,6.86,1.03,30.22,52.46,17.32,2.38,0.17,0.2,0.07,0.02,2.83,925485.191,228700.947,144052.053,9662.356,1501.985,890.0,390.0,16.460087,2.011788,0.57609,0.135021,1181.8000000000002,69.78,1310.682532,155.606394,1155.076138,19.182986
23.2,412.61,8.35,20.45,4.53,26.79,54.84,18.37,1.46,0.09,0.23,0.02,0.03,1.83,701809.23,172417.382,127042.362,7227.643,1335.022,890.0,390.0,13.164462,1.60899,0.439313,0.102964,464.0,73.21000000000001,1011.111639,135.995027,875.1166119999999,15.315729
55.16,472.26,24.26,15.62,2.16,28.55,54.32,17.13,2.15,0.13,0.22,0.04,0.02,2.57,925823.184,228785.996,144077.756,9666.035,1502.237,890.0,390.0,16.465067,2.012397,0.576296,0.135069,1103.1999999999998,71.45,1311.135208,155.63602799999998,1155.49918,19.188829
58.75,448.84,22.22,16.87,0.56,25.84,55.43,18.73,1.99,0.12,0.27,0.07,0.02,2.46,837870.011,206654.345,137389.258,8708.665,1436.585,890.0,390.0,15.169171,1.85401,0.522514,0.122464,1175.0,74.16,1193.338864,147.924508,1045.414356,17.668159000000003
28.5,402.51,13.12,16.8,2.88,26.26,54.97,18.77,1.09,0.06,0.16,0.04,0.01,1.36,663878.955,162872.989,124157.911,6814.772,1306.709,890.0,390.0,12.6056,1.540685,0.416119,0.097528,570.0,73.74,960.311336,132.669392,827.6419439999999,14.659932
40.79,439.02,20.11,24.13,0.64,31.59,49.24,19.17,1.79,0.11,0.18,0.06,0.01,2.15,800991.267,197374.55,134584.772,8307.239,1409.057,890.0,390.0,14.625803,1.787598,0.499962,0.117179,815.8,68.41,1143.9468850000003,144.691068,999.255817,17.030542
50.33,429.1,16.25,4.75,2.88,25.6,55.27,19.12,1.61,0.14,0.13,0.04,0.02,1.94,763736.977,188000.256,131751.727,7901.726,1381.248,890.0,390.0,14.076901,1.72051,0.477182,0.111839,1006.6,74.39,1094.0519339999998,141.424701,952.627233,16.386432
72.11,524.65,29.22,6.82,2.83,20.9,59.97,19.13,3.06,0.23,0.4,0.11,0.03,3.83,1122572.405,278293.987,159039.773,11807.651,1649.101,890.0,390.0,19.363955,2.366705,0.696607,0.163267,1442.2,79.1,1574.642917,172.886525,1401.756392,22.590534
23.15,373.16,20.51,17.3,4.32,33.52,48.7,17.78,0.64,0.04,0.13,0.0,0.01,0.81,553655.828,135137.552,115775.868,5614.993,1224.433,890.0,390.0,10.981581,1.342194,0.348718,0.081731,463.0,66.48,812.688674,123.005294,689.68338,12.754224
61.4,429.82,20.4,18.91,1.64,23.72,57.76,18.52,1.64,0.08,0.15,0.05,0.02,1.93,766440.917,188680.648,131957.351,7931.159,1383.267,890.0,390.0,14.116741,1.72538,0.478835,0.112227,1228.0,76.28,1097.673342,141.661777,956.011565,16.433183
26.87,466.12,12.34,23.5,1.11,25.8,58.81,15.39,1.5,0.09,0.17,0.04,0.01,1.81,902764.581,222983.761,142324.239,9415.042,1485.025,890.0,390.0,16.125323,1.970873,0.562196,0.131765,537.4,74.2,1280.252648,153.61430599999997,1126.638342,18.790157000000004
40.91,427.15,12.37,25.95,2.38,25.49,55.93,18.58,1.37,0.14,0.21,0.0,0.01,1.72,756413.805,186157.527,131194.828,7822.014,1375.782,890.0,390.0,13.969002,1.707323,0.472704,0.11079,818.1999999999999,74.50999999999999,1084.243956,140.782624,943.461332,16.259819
26.23,366.04,16.29,17.29,4.47,28.5,55.79,15.72,1.0,0.04,0.08,0.01,0.01,1.13,526916.861,128409.228,113742.473,5323.939,1204.474,890.0,390.0,10.587611,1.294042,0.332368,0.077899,524.6,71.51,776.8769750000001,120.660886,656.216089,12.29192
20.39,376.45,8.0,27.18,3.07,29.73,51.08,19.18,0.99,0.03,0.1,0.02,0.01,1.14,566011.333,138246.567,116715.457,5749.482,1233.656,890.0,390.0,11.163626,1.364444,0.356274,0.083502,407.8,70.25999999999999,829.236495,124.088595,705.1479,12.967846000000002
34.87,394.14,18.04,25.68,3.42,27.44,54.03,18.53,0.82,0.05,0.09,0.02,0.01,0.99,632445.647,154963.428,121767.529,6472.62,1283.246,890.0,390.0,12.142464,1.484079,0.396898,0.093023,697.4,72.56,918.21247,129.91339499999998,788.2990749999999,14.116464
54.74,477.51,18.65,22.9,0.95,22.77,55.74,21.49,2.03,0.11,0.25,0.09,0.02,2.5,945539.416,233747.19,145577.099,9880.646,1516.954,890.0,390.0,16.755564,2.047902,0.588353,0.137895,1094.8,77.23,1337.5413049999995,157.364699,1180.176606,19.529714
68.55,526.32,25.57,15.02,2.73,27.02,55.09,17.89,3.37,0.24,0.5,0.12,0.03,4.26,1128844.045,279872.119,159516.707,11875.918,1653.782,890.0,390.0,19.456361,2.378,0.700443,0.164166,1371.0,72.98,1583.0425709999995,173.436407,1409.6061639999998,22.698970000000003
43.65,477.02,19.63,13.57,0.74,28.51,55.39,16.1,2.66,0.18,0.24,0.04,0.03,3.15,943699.235,233284.145,145437.161,9860.616,1515.581,890.0,390.0,16.728451,2.044589,0.587228,0.137631,873.0,71.49000000000001,1335.076738,157.203358,1177.87338,19.497899
58.62,464.91,22.0,20.56,3.19,23.29,56.48,20.23,1.73,0.13,0.28,0.05,0.03,2.22,898220.459,221840.324,141978.676,9365.579,1481.633,890.0,390.0,16.05837,1.96269,0.559418,0.131114,1172.4,76.71,1274.166671,153.215888,1120.950783,18.711592
67.39,476.36,20.83,13.12,2.47,20.97,57.19,21.84,2.81,0.15,0.33,0.1,0.02,3.42,941220.623,232660.452,145248.672,9833.636,1513.731,890.0,390.0,16.691931,2.040125,0.585712,0.137276,1347.8,79.03,1331.7571139999998,156.98603899999998,1174.771075,19.455044
75.07,548.8,32.64,13.17,1.1,28.56,54.04,17.4,3.36,0.21,0.46,0.15,0.04,4.22,1213267.074,301115.48,165936.752,12794.863,1716.8,890.0,390.0,20.700243,2.53003,0.752067,0.176266,1501.4,71.44,1696.110969,180.838415,1515.272554,24.158606
63.05,497.51,13.51,12.71,0.59,25.18,55.59,19.23,2.72,0.22,0.35,0.09,0.03,3.42,1020648.873,252646.977,151288.883,10698.213,1573.02,890.0,390.0,17.862221,2.18316,0.634282,0.14866,1261.0,74.82000000000001,1438.135966,163.95011599999998,1274.18585,20.828323
21.79,362.5,14.69,28.41,3.4,28.55,50.6,20.84,0.5,0.04,0.07,0.01,0.01,0.62,513622.487,125063.966,112731.488,5179.23,1194.55,890.0,390.0,10.391733,1.270101,0.324238,0.075993,435.8,71.44,759.071721,119.495268,639.576453,12.062065
64.97,459.11,29.77,9.21,0.87,33.91,49.39,16.69,2.07,0.18,0.29,0.07,0.02,2.63,876438.716,216359.386,140322.258,9128.485,1465.374,890.0,390.0,15.73744,1.923465,0.546098,0.127992,1299.4,66.08,1244.994219,151.30611700000003,1093.6881019999998,18.334995
19.31,350.0,16.87,25.99,3.54,30.49,49.77,19.74,0.1,0.04,0.07,0.01,0.01,0.23,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,386.2,69.51,696.20006,115.379384,580.8206759999999,11.250437000000002
34.61,442.2,15.59,27.93,3.85,23.66,56.77,19.57,1.3,0.08,0.15,0.04,0.02,1.58,812933.671,200379.616,135492.945,8437.233,1417.971,890.0,390.0,14.801761,1.809104,0.507265,0.11889,692.2,76.34,1159.941436,145.738149,1014.203287,17.23702
77.35,542.58,30.16,6.22,4.07,20.17,58.4,21.44,3.67,0.28,0.41,0.13,0.04,4.52,1189908.033,295237.646,164160.387,12540.599,1699.363,890.0,390.0,20.356073,2.487964,0.737783,0.172918,1547.0,79.84,1664.826028,178.790349,1486.035679,23.754738
40.95,381.54,11.76,23.27,3.19,31.98,49.61,18.4,0.42,0.06,0.06,0.01,0.01,0.56,585126.69,143056.563,118169.106,5957.553,1247.925,890.0,390.0,11.445271,1.398867,0.367963,0.086241,819.0,68.00999999999999,854.8378369999999,125.764584,729.0732529999999,13.298342
59.04,453.45,23.95,10.13,1.08,26.48,55.09,18.43,2.18,0.14,0.39,0.07,0.03,2.81,855182.74,211010.746,138705.824,8897.114,1449.508,890.0,390.0,15.424256,1.885187,0.5331,0.124945,1180.8,73.52000000000001,1216.525932,149.442446,1067.083486,17.967488
32.32,429.99,15.48,17.86,2.73,27.46,52.77,19.78,1.5,0.08,0.11,0.03,0.01,1.73,767079.348,188841.296,132005.902,7938.108,1383.743,890.0,390.0,14.126147,1.726529,0.479226,0.112319,646.4,72.55000000000001,1098.528397,141.717753,956.810644,16.444221
67.12,496.02,35.69,13.81,2.81,30.91,50.82,18.27,2.88,0.21,0.35,0.09,0.04,3.58,1015053.218,251238.942,150863.355,10637.304,1568.843,890.0,390.0,17.779775,2.173084,0.63086,0.147858,1342.4,69.09,1430.641662,163.459502,1267.1821599999998,20.731577
21.01,391.2,14.81,22.67,2.58,29.0,56.1,14.9,1.03,0.06,0.03,0.02,0.01,1.15,621404.557,152185.16,120927.897,6352.438,1275.004,890.0,390.0,11.979786,1.464196,0.390146,0.091441,420.2000000000001,71.0,903.425056,128.945339,774.479717,13.925569
55.63,464.74,28.76,13.58,0.5,31.85,52.08,16.07,2.62,0.18,0.5,0.09,0.03,3.41,897582.028,221679.676,141930.126,9358.63,1481.157,890.0,390.0,16.048964,1.96154,0.559027,0.131022,1112.6,68.15,1273.3116169999998,153.159913,1120.151704,18.700553000000003
64.72,541.72,22.19,10.94,2.1,23.08,57.75,19.17,3.47,0.25,0.51,0.14,0.03,4.42,1186678.326,294424.955,163914.781,12505.444,1696.952,890.0,390.0,20.308487,2.482148,0.735808,0.172455,1294.4,76.92,1660.500458,178.50717699999996,1481.993281,23.698898
35.02,468.15,15.79,26.42,1.04,25.72,54.02,20.26,2.26,0.12,0.25,0.04,0.02,2.69,910388.191,224902.09,142903.985,9498.025,1490.716,890.0,390.0,16.237649,1.984602,0.566858,0.132857,700.4000000000001,74.28,1290.4630069999998,154.28272599999997,1136.180281,18.921966
57.58,496.22,25.19,3.0,1.99,31.36,53.71,14.93,1.87,0.15,0.37,0.05,0.01,2.46,1015804.313,251427.94,150920.473,10645.48,1569.404,890.0,390.0,17.790842,2.174436,0.631319,0.147965,1151.6,68.64,1431.6476100000002,163.525357,1268.122253,20.744562
48.17,450.79,24.83,22.14,0.5,28.15,55.33,16.52,1.85,0.13,0.24,0.05,0.02,2.29,845193.183,208497.075,137946.156,8788.377,1442.051,890.0,390.0,15.27707,1.867198,0.526992,0.123514,963.4,71.85,1203.146842,148.566584,1054.580258,17.794774
60.97,467.3,18.4,11.72,2.15,28.8,52.94,18.26,2.68,0.18,0.41,0.09,0.03,3.39,907196.039,224098.849,142661.234,9463.279,1488.333,890.0,390.0,16.190616,1.978853,0.564906,0.1324,1219.4,71.2,1286.187734,154.00284600000003,1132.184888,18.866775
65.73,525.75,30.7,15.75,2.6,23.71,57.59,18.7,3.65,0.28,0.34,0.15,0.05,4.47,1126703.425,279333.476,159353.921,11852.617,1652.184,890.0,390.0,19.424821,2.374145,0.699134,0.163859,1314.6,76.29,1580.175623,173.248722,1406.926901,22.661959
49.25,444.8,18.16,14.68,0.57,25.4,56.41,18.19,1.9,0.12,0.16,0.05,0.01,2.25,822697.9,202836.588,136235.477,8543.516,1425.259,890.0,390.0,14.945627,1.826688,0.513236,0.12029,985.0,74.6,1173.0187400000002,146.594252,1026.424488,17.405841
38.77,402.87,20.82,15.58,4.97,27.09,55.04,17.87,1.25,0.05,0.08,0.0,0.01,1.39,665230.925,163213.185,124260.723,6829.488,1307.718,890.0,390.0,12.62552,1.54312,0.416946,0.097722,775.4000000000001,72.91,962.122039,132.787929,829.3341100000001,14.683307999999998
20.29,355.4,15.68,22.01,3.09,30.03,54.84,15.13,0.68,0.04,0.09,0.01,0.0,0.82,486958.63,118354.541,110703.805,4888.993,1174.647,890.0,390.0,9.99887,1.222085,0.307933,0.072172,405.8,69.97,723.360616,117.157445,606.203171,11.60106
29.49,350.71,15.84,29.24,2.72,30.01,50.5,19.49,0.58,0.03,0.07,0.0,0.0,0.68,469345.463,113922.541,109364.391,4697.274,1161.5,890.0,390.0,9.739359,1.190367,0.297163,0.069648,589.8,69.99,699.771169,115.613165,584.158004,11.296537
26.03,350.0,20.86,20.89,4.39,30.57,51.8,17.63,0.67,0.03,0.09,0.0,0.01,0.81,466679.077,113251.599,109161.623,4668.251,1159.51,890.0,390.0,9.700073,1.185565,0.295533,0.069266,520.6,69.42999999999999,696.20006,115.379384,580.8206759999999,11.250437000000002
44.96,521.33,18.25,11.49,2.28,26.61,56.13,17.27,2.65,0.2,0.35,0.11,0.02,3.34,1110104.235,275156.623,158091.617,11671.935,1639.794,890.0,390.0,19.18025,2.344253,0.688983,0.16148,899.2,73.4,1557.944204,171.793346,1386.150858,22.374966000000004
41.74,529.55,21.75,9.85,0.91,19.62,56.6,23.78,2.47,0.2,0.41,0.08,0.02,3.18,1140974.222,282924.435,160439.16,12007.955,1662.837,890.0,390.0,19.635086,2.399844,0.70786,0.165905,834.8000000000001,80.38,1599.2886090000002,174.49995199999998,1424.788657,22.908695
30.3,442.57,12.87,27.02,2.23,23.92,56.61,19.47,1.41,0.07,0.14,0.05,0.02,1.68,814323.196,200729.262,135598.613,8452.358,1419.008,890.0,390.0,14.822234,1.811607,0.508115,0.119089,606.0,76.08,1161.8024369999998,145.859979,1015.942458,17.261045
40.27,459.19,14.72,16.47,0.77,22.78,58.85,18.38,2.47,0.16,0.38,0.09,0.03,3.14,876739.154,216434.985,140345.106,9131.755,1465.599,890.0,390.0,15.741866,1.924006,0.546282,0.128035,805.4000000000001,77.23,1245.3965989999997,151.33246,1094.064139,18.340189
60.34,512.54,32.24,23.04,1.31,28.68,51.26,20.06,2.65,0.2,0.38,0.13,0.03,3.38,1077093.629,266850.166,155581.288,11312.614,1615.153,890.0,390.0,18.693874,2.284807,0.668797,0.156749,1206.8000000000002,71.32,1513.73285,168.899055,1344.833795,21.804227000000004
45.73,391.89,19.32,18.31,0.5,32.93,50.33,16.74,1.59,0.07,0.22,0.0,0.01,1.89,623995.833,152837.202,121124.954,6380.644,1276.938,890.0,390.0,12.017966,1.468863,0.391731,0.091812,914.6,67.07,906.895571,129.17253599999998,777.7230349999999,13.970372
